rgb,depth,mask,type,physical_id,placement_id,frame,occupancy,t,area_mm2,length_mm,width_mm,elongation,max_height_mm,mean_height_mm,p90_height_mm,height_std_mm,volume_mm3,invalid_depth_frac
gloves\sim_gloves_001\sim_gloves_001_p000\rgb_00.png,gloves\sim_gloves_001\sim_gloves_001_p000\depth_00.png,gloves\sim_gloves_001\sim_gloves_001_p000\mask.png,gloves,sim_gloves_001,sim_gloves_001_p000,0,ONE,1790365469.542,3697.6875,97.9247,49.6332,1.973,11.0256,7.4926,8.7171,1.1119,27623.7461,0.0009
gloves\sim_gloves_001\sim_gloves_001_p000\rgb_01.png,gloves\sim_gloves_001\sim_gloves_001_p000\depth_01.png,gloves\sim_gloves_001\sim_gloves_001_p000\mask.png,gloves,sim_gloves_001,sim_gloves_001_p000,1,ONE,1790365469.761,3697.875,98.1396,49.3304,1.9894,10.869,7.4882,8.7129,1.122,27615.5742,0.001
gloves\sim_gloves_002\sim_gloves_002_p000\rgb_00.png,gloves\sim_gloves_002\sim_gloves_002_p000\depth_00.png,gloves\sim_gloves_002\sim_gloves_002_p000\mask.png,gloves,sim_gloves_002,sim_gloves_002_p000,0,ONE,1790365470.04,3696.6875,98.888,49.4852,1.9983,10.8658,7.4892,8.7249,1.1248,27594.7695,0.001
gloves\sim_gloves_002\sim_gloves_002_p000\rgb_01.png,gloves\sim_gloves_002\sim_gloves_002_p000\depth_01.png,gloves\sim_gloves_002\sim_gloves_002_p000\mask.png,gloves,sim_gloves_002,sim_gloves_002_p000,1,ONE,1790365470.251,3700.5625,98.7503,49.0743,2.0123,10.5856,7.4864,8.7211,1.1387,27609.2227,0.0009
gloves\sim_gloves_003\sim_gloves_003_p000\rgb_00.png,gloves\sim_gloves_003\sim_gloves_003_p000\depth_00.png,gloves\sim_gloves_003\sim_gloves_003_p000\mask.png,gloves,sim_gloves_003,sim_gloves_003_p000,0,ONE,1790365470.523,3698.375,98.5952,49.5948,1.988,10.6393,7.4867,8.7276,1.1347,27584.8906,0.0012
gloves\sim_gloves_003\sim_gloves_003_p000\rgb_01.png,gloves\sim_gloves_003\sim_gloves_003_p000\depth_01.png,gloves\sim_gloves_003\sim_gloves_003_p000\mask.png,gloves,sim_gloves_003,sim_gloves_003_p000,1,ONE,1790365470.748,3693.875,97.9603,48.3998,2.024,10.6718,7.4871,8.7216,1.1278,27575.373,0.0011
vacutainer\sim_vacutainer_000\sim_vacutainer_000_p000\rgb_00.png,vacutainer\sim_vacutainer_000\sim_vacutainer_000_p000\depth_00.png,vacutainer\sim_vacutainer_000\sim_vacutainer_000_p000\mask.png,vacutainer,sim_vacutainer_000,sim_vacutainer_000_p000,0,ONE,1790365471.015,1172.8125,80.8385,16.3123,4.9557,18.8416,14.1251,15.4573,1.4796,16450.4805,0.0013
vacutainer\sim_vacutainer_000\sim_vacutainer_000_p000\rgb_01.png,vacutainer\sim_vacutainer_000\sim_vacutainer_000_p000\depth_01.png,vacutainer\sim_vacutainer_000\sim_vacutainer_000_p000\mask.png,vacutainer,sim_vacutainer_000,sim_vacutainer_000_p000,1,ONE,1790365471.226,1175.25,81.9327,16.9615,4.8305,18.1659,14.1135,15.458,1.4997,16443.9609,0.0013
vacutainer\sim_vacutainer_001\sim_vacutainer_001_p000\rgb_00.png,vacutainer\sim_vacutainer_001\sim_vacutainer_001_p000\depth_00.png,vacutainer\sim_vacutainer_001\sim_vacutainer_001_p000\mask.png,vacutainer,sim_vacutainer_001,sim_vacutainer_001_p000,0,ONE,1790365471.482,1165.0,81.8822,16.3738,5.0008,18.2154,14.1148,15.4821,1.5232,16291.1523,0.0015
vacutainer\sim_vacutainer_001\sim_vacutainer_001_p000\rgb_01.png,vacutainer\sim_vacutainer_001\sim_vacutainer_001_p000\depth_01.png,vacutainer\sim_vacutainer_001\sim_vacutainer_001_p000\mask.png,vacutainer,sim_vacutainer_001,sim_vacutainer_001_p000,1,ONE,1790365471.699,1166.5,80.8746,17.1114,4.7264,18.5681,14.1021,15.4443,1.5887,16296.7676,0.0012
vacutainer\sim_vacutainer_002\sim_vacutainer_002_p000\rgb_00.png,vacutainer\sim_vacutainer_002\sim_vacutainer_002_p000\depth_00.png,vacutainer\sim_vacutainer_002\sim_vacutainer_002_p000\mask.png,vacutainer,sim_vacutainer_002,sim_vacutainer_002_p000,0,ONE,1790365471.966,1172.9375,81.4158,16.4189,4.9587,17.8654,14.1421,15.4737,1.4077,16444.5547,0.0014
vacutainer\sim_vacutainer_002\sim_vacutainer_002_p000\rgb_01.png,vacutainer\sim_vacutainer_002\sim_vacutainer_002_p000\depth_01.png,vacutainer\sim_vacutainer_002\sim_vacutainer_002_p000\mask.png,vacutainer,sim_vacutainer_002,sim_vacutainer_002_p000,1,ONE,1790365472.166,1172.75,81.3975,16.4193,4.9574,18.1814,14.1254,15.4615,1.4734,16449.0781,0.0009
vacutainer\sim_vacutainer_003\sim_vacutainer_003_p000\rgb_00.png,vacutainer\sim_vacutainer_003\sim_vacutainer_003_p000\depth_00.png,vacutainer\sim_vacutainer_003\sim_vacutainer_003_p000\mask.png,vacutainer,sim_vacutainer_003,sim_vacutainer_003_p000,0,ONE,1790365472.429,1170.4375,80.8858,16.3839,4.9369,18.3194,14.1322,15.4607,1.4469,16402.2109,0.0014
vacutainer\sim_vacutainer_003\sim_vacutainer_003_p000\rgb_01.png,vacutainer\sim_vacutainer_003\sim_vacutainer_003_p000\depth_01.png,vacutainer\sim_vacutainer_003\sim_vacutainer_003_p000\mask.png,vacutainer,sim_vacutainer_003,sim_vacutainer_003_p000,1,ONE,1790365472.632,1171.25,81.5477,17.0012,4.7966,18.1101,14.1367,15.4804,1.4497,16418.9023,0.0007
plastic_bottle\sim_plastic_bottle_000\sim_plastic_bottle_000_p000\rgb_00.png,plastic_bottle\sim_plastic_bottle_000\sim_plastic_bottle_000_p000\depth_00.png,plastic_bottle\sim_plastic_bottle_000\sim_plastic_bottle_000_p000\mask.png,plastic_bottle,sim_plastic_bottle_000,sim_plastic_bottle_000_p000,0,ONE,1790365472.899,2965.5,92.4614,42.1499,2.1936,35.1021,30.9001,32.7947,3.8113,91249.7891,0.0009
plastic_bottle\sim_plastic_bottle_000\sim_plastic_bottle_000_p000\rgb_01.png,plastic_bottle\sim_plastic_bottle_000\sim_plastic_bottle_000_p000\depth_01.png,plastic_bottle\sim_plastic_bottle_000\sim_plastic_bottle_000_p000\mask.png,plastic_bottle,sim_plastic_bottle_000,sim_plastic_bottle_000_p000,1,ONE,1790365473.123,2967.5625,93.244,42.9325,2.1719,34.6504,30.9044,32.7996,3.7991,91249.1875,0.0011
plastic_bottle\sim_plastic_bottle_001\sim_plastic_bottle_001_p000\rgb_00.png,plastic_bottle\sim_plastic_bottle_001\sim_plastic_bottle_001_p000\depth_00.png,plastic_bottle\sim_plastic_bottle_001\sim_plastic_bottle_001_p000\mask.png,plastic_bottle,sim_plastic_bottle_001,sim_plastic_bottle_001_p000,0,ONE,1790365473.402,2964.8125,92.6605,42.8064,2.1646,34.8629,30.8779,32.7891,3.8912,91132.3125,0.0011
plastic_bottle\sim_plastic_bottle_001\sim_plastic_bottle_001_p000\rgb_01.png,plastic_bottle\sim_plastic_bottle_001\sim_plastic_bottle_001_p000\depth_01.png,plastic_bottle\sim_plastic_bottle_001\sim_plastic_bottle_001_p000\mask.png,plastic_bottle,sim_plastic_bottle_001,sim_plastic_bottle_001_p000,1,ONE,1790365473.607,2966.0,93.3956,42.8385,2.1802,34.7539,30.8766,32.7964,3.8975,91165.0391,0.0008
plastic_bottle\sim_plastic_bottle_002\sim_plastic_bottle_002_p000\rgb_00.png,plastic_bottle\sim_plastic_bottle_002\sim_plastic_bottle_002_p000\depth_00.png,plastic_bottle\sim_plastic_bottle_002\sim_plastic_bottle_002_p000\mask.png,plastic_bottle,sim_plastic_bottle_002,sim_plastic_bottle_002_p000,0,ONE,1790365473.88,2966.1875,92.8078,42.2496,2.1967,34.7488,30.8764,32.8014,3.8981,91143.2969,0.001
plastic_bottle\sim_plastic_bottle_002\sim_plastic_bottle_002_p000\rgb_01.png,plastic_bottle\sim_plastic_bottle_002\sim_plastic_bottle_002_p000\depth_01.png,plastic_bottle\sim_plastic_bottle_002\sim_plastic_bottle_002_p000\mask.png,plastic_bottle,sim_plastic_bottle_002,sim_plastic_bottle_002_p000,1,ONE,1790365474.093,2968.125,92.2865,42.6209,2.1653,34.757,30.8824,32.7921,3.8741,91141.7891,0.0011
plastic_bottle\sim_plastic_bottle_003\sim_plastic_bottle_003_p000\rgb_00.png,plastic_bottle\sim_plastic_bottle_003\sim_plastic_bottle_003_p000\depth_00.png,plastic_bottle\sim_plastic_bottle_003\sim_plastic_bottle_003_p000\mask.png,plastic_bottle,sim_plastic_bottle_003,sim_plastic_bottle_003_p000,0,ONE,1790365474.371,2967.4375,92.9423,42.3092,2.1967,34.587,30.8738,32.8003,3.9208,91162.4609,0.0011
plastic_bottle\sim_plastic_bottle_003\sim_plastic_bottle_003_p000\rgb_01.png,plastic_bottle\sim_plastic_bottle_003\sim_plastic_bottle_003_p000\depth_01.png,plastic_bottle\sim_plastic_bottle_003\sim_plastic_bottle_003_p000\mask.png,plastic_bottle,sim_plastic_bottle_003,sim_plastic_bottle_003_p000,1,ONE,1790365474.571,2968.625,92.91,42.7787,2.1719,34.5251,30.8762,32.789,3.8994,91156.3125,0.0009
soiled_gauze_dressing\sim_soiled_gauze_dressing_000\sim_soiled_gauze_dressing_000_p000\rgb_00.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_000\sim_soiled_gauze_dressing_000_p000\depth_00.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_000\sim_soiled_gauze_dressing_000_p000\mask.png,soiled_gauze_dressing,sim_soiled_gauze_dressing_000,sim_soiled_gauze_dressing_000_p000,0,ONE,1790365474.844,3347.875,62.364,56.9397,1.0953,6.8563,3.9846,4.8227,0.6854,13268.6914,0.001
soiled_gauze_dressing\sim_soiled_gauze_dressing_000\sim_soiled_gauze_dressing_000_p000\rgb_01.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_000\sim_soiled_gauze_dressing_000_p000\depth_01.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_000\sim_soiled_gauze_dressing_000_p000\mask.png,soiled_gauze_dressing,sim_soiled_gauze_dressing_000,sim_soiled_gauze_dressing_000_p000,1,ONE,1790365475.062,3344.25,61.9001,56.2436,1.1006,6.6611,3.988,4.8358,0.6846,13275.625,0.001
soiled_gauze_dressing\sim_soiled_gauze_dressing_001\sim_soiled_gauze_dressing_001_p000\rgb_00.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_001\sim_soiled_gauze_dressing_001_p000\depth_00.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_001\sim_soiled_gauze_dressing_001_p000\mask.png,soiled_gauze_dressing,sim_soiled_gauze_dressing_001,sim_soiled_gauze_dressing_001_p000,0,ONE,1790365475.34,3342.0,61.2921,56.6135,1.0826,7.0553,3.9841,4.8361,0.6905,13251.2412,0.0011
soiled_gauze_dressing\sim_soiled_gauze_dressing_001\sim_soiled_gauze_dressing_001_p000\rgb_01.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_001\sim_soiled_gauze_dressing_001_p000\depth_01.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_001\sim_soiled_gauze_dressing_001_p000\mask.png,soiled_gauze_dressing,sim_soiled_gauze_dressing_001,sim_soiled_gauze_dressing_001_p000,1,ONE,1790365475.541,3343.1875,61.9445,56.9382,1.0879,6.6242,3.9791,4.815,0.6822,13235.6016,0.0011
soiled_gauze_dressing\sim_soiled_gauze_dressing_002\sim_soiled_gauze_dressing_002_p000\rgb_00.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_002\sim_soiled_gauze_dressing_002_p000\depth_00.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_002\sim_soiled_gauze_dressing_002_p000\mask.png,soiled_gauze_dressing,sim_soiled_gauze_dressing_002,sim_soiled_gauze_dressing_002_p000,0,ONE,1790365475.831,3340.1875,60.7513,55.7719,1.0893,6.892,3.9886,4.8321,0.6783,13263.582,0.0012
soiled_gauze_dressing\sim_soiled_gauze_dressing_002\sim_soiled_gauze_dressing_002_p000\rgb_01.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_002\sim_soiled_gauze_dressing_002_p000\depth_01.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_002\sim_soiled_gauze_dressing_002_p000\mask.png,soiled_gauze_dressing,sim_soiled_gauze_dressing_002,sim_soiled_gauze_dressing_002_p000,1,ONE,1790365476.044,3341.6875,61.4307,56.0728,1.0956,6.8102,3.982,4.8261,0.682,13247.2305,0.001
soiled_gauze_dressing\sim_soiled_gauze_dressing_003\sim_soiled_gauze_dressing_003_p000\rgb_00.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_003\sim_soiled_gauze_dressing_003_p000\depth_00.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_003\sim_soiled_gauze_dressing_003_p000\mask.png,soiled_gauze_dressing,sim_soiled_gauze_dressing_003,sim_soiled_gauze_dressing_003_p000,0,ONE,1790365476.322,3347.3125,61.1648,56.0422,1.0914,6.9554,3.9871,4.8319,0.6815,13279.3691,0.001
soiled_gauze_dressing\sim_soiled_gauze_dressing_003\sim_soiled_gauze_dressing_003_p000\rgb_01.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_003\sim_soiled_gauze_dressing_003_p000\depth_01.png,soiled_gauze_dressing\sim_soiled_gauze_dressing_003\sim_soiled_gauze_dressing_003_p000\mask.png,soiled_gauze_dressing,sim_soiled_gauze_dressing_003,sim_soiled_gauze_dressing_003_p000,1,ONE,1790365476.528,3348.5625,61.6232,56.5483,1.0897,6.5805,3.9847,4.8261,0.6828,13277.1914,0.0009
soiled_cotton\sim_soiled_cotton_000\sim_soiled_cotton_000_p000\rgb_00.png,soiled_cotton\sim_soiled_cotton_000\sim_soiled_cotton_000_p000\depth_00.png,soiled_cotton\sim_soiled_cotton_000\sim_soiled_cotton_000_p000\mask.png,soiled_cotton,sim_soiled_cotton_000,sim_soiled_cotton_000_p000,0,ONE,1790365476.807,1177.125,40.7431,37.0169,1.1007,16.0536,12.9309,13.8383,1.137,15113.8359,0.0009
soiled_cotton\sim_soiled_cotton_000\sim_soiled_cotton_000_p000\rgb_01.png,soiled_cotton\sim_soiled_cotton_000\sim_soiled_cotton_000_p000\depth_01.png,soiled_cotton\sim_soiled_cotton_000\sim_soiled_cotton_000_p000\mask.png,soiled_cotton,sim_soiled_cotton_000,sim_soiled_cotton_000_p000,1,ONE,1790365477.02,1175.1875,42.2266,35.2928,1.1965,15.6775,12.9301,13.8207,1.1316,15099.1777,0.0016
soiled_cotton\sim_soiled_cotton_001\sim_soiled_cotton_001_p000\rgb_00.png,soiled_cotton\sim_soiled_cotton_001\sim_soiled_cotton_001_p000\depth_00.png,soiled_cotton\sim_soiled_cotton_001\sim_soiled_cotton_001_p000\mask.png,soiled_cotton,sim_soiled_cotton_001,sim_soiled_cotton_001_p000,0,ONE,1790365477.311,1176.75,42.2301,35.2125,1.1993,15.4573,12.9297,13.8402,1.1202,15114.876,0.0011
soiled_cotton\sim_soiled_cotton_001\sim_soiled_cotton_001_p000\rgb_01.png,soiled_cotton\sim_soiled_cotton_001\sim_soiled_cotton_001_p000\depth_01.png,soiled_cotton\sim_soiled_cotton_001\sim_soiled_cotton_001_p000\mask.png,soiled_cotton,sim_soiled_cotton_001,sim_soiled_cotton_001_p000,1,ONE,1790365477.528,1175.0625,41.3673,36.1125,1.1455,15.3651,12.9401,13.8215,1.0713,15120.5098,0.0009
soiled_cotton\sim_soiled_cotton_002\sim_soiled_cotton_002_p000\rgb_00.png,soiled_cotton\sim_soiled_cotton_002\sim_soiled_cotton_002_p000\depth_00.png,soiled_cotton\sim_soiled_cotton_002\sim_soiled_cotton_002_p000\mask.png,soiled_cotton,sim_soiled_cotton_002,sim_soiled_cotton_002_p000,0,ONE,1790365477.795,1174.9375,42.25,35.25,1.1986,15.6801,12.9381,13.8195,1.0543,15111.6758,0.0009
soiled_cotton\sim_soiled_cotton_002\sim_soiled_cotton_002_p000\rgb_01.png,soiled_cotton\sim_soiled_cotton_002\sim_soiled_cotton_002_p000\depth_01.png,soiled_cotton\sim_soiled_cotton_002\sim_soiled_cotton_002_p000\mask.png,soiled_cotton,sim_soiled_cotton_002,sim_soiled_cotton_002_p000,1,ONE,1790365478.007,1177.0,42.25,35.25,1.1986,15.4496,12.9303,13.8412,1.1305,15115.5225,0.0013
soiled_cotton\sim_soiled_cotton_003\sim_soiled_cotton_003_p000\rgb_00.png,soiled_cotton\sim_soiled_cotton_003\sim_soiled_cotton_003_p000\depth_00.png,soiled_cotton\sim_soiled_cotton_003\sim_soiled_cotton_003_p000\mask.png,soiled_cotton,sim_soiled_cotton_003,sim_soiled_cotton_003_p000,0,ONE,1790365478.298,1174.0,42.1029,35.4573,1.1874,15.6935,12.9397,13.8328,1.0677,15092.582,0.0013
soiled_cotton\sim_soiled_cotton_003\sim_soiled_cotton_003_p000\rgb_01.png,soiled_cotton\sim_soiled_cotton_003\sim_soiled_cotton_003_p000\depth_01.png,soiled_cotton\sim_soiled_cotton_003\sim_soiled_cotton_003_p000\mask.png,soiled_cotton,sim_soiled_cotton_003,sim_soiled_cotton_003_p000,1,ONE,1790365478.51,1175.9375,42.2189,35.4514,1.1909,15.5367,12.9346,13.8388,1.1425,15106.8408,0.0012
plaster_cast\sim_plaster_cast_000\sim_plaster_cast_000_p000\rgb_00.png,plaster_cast\sim_plaster_cast_000\sim_plaster_cast_000_p000\depth_00.png,plaster_cast\sim_plaster_cast_000\sim_plaster_cast_000_p000\mask.png,plaster_cast,sim_plaster_cast_000,sim_plaster_cast_000_p000,0,ONE,1790365478.804,3280.5,86.5025,40.4485,2.1386,22.5843,18.7038,20.4188,1.6633,61055.0781,0.001
plaster_cast\sim_plaster_cast_000\sim_plaster_cast_000_p000\rgb_01.png,plaster_cast\sim_plaster_cast_000\sim_plaster_cast_000_p000\depth_01.png,plaster_cast\sim_plaster_cast_000\sim_plaster_cast_000_p000\mask.png,plaster_cast,sim_plaster_cast_000,sim_plaster_cast_000_p000,1,ONE,1790365479.019,3277.375,86.8517,39.5392,2.1966,22.4638,18.7172,20.417,1.5857,61035.6094,0.0012
plaster_cast\sim_plaster_cast_001\sim_plaster_cast_001_p000\rgb_00.png,plaster_cast\sim_plaster_cast_001\sim_plaster_cast_001_p000\depth_00.png,plaster_cast\sim_plaster_cast_001\sim_plaster_cast_001_p000\mask.png,plaster_cast,sim_plaster_cast_001,sim_plaster_cast_001_p000,0,ONE,1790365479.309,3265.875,86.171,39.3352,2.1907,23.0149,18.717,20.4261,1.6037,60832.5625,0.001
plaster_cast\sim_plaster_cast_001\sim_plaster_cast_001_p000\rgb_01.png,plaster_cast\sim_plaster_cast_001\sim_plaster_cast_001_p000\depth_01.png,plaster_cast\sim_plaster_cast_001\sim_plaster_cast_001_p000\mask.png,plaster_cast,sim_plaster_cast_001,sim_plaster_cast_001_p000,1,ONE,1790365479.521,3266.4375,85.9757,40.3134,2.1327,22.4998,18.7176,20.4372,1.6253,60839.2656,0.0011
plaster_cast\sim_plaster_cast_002\sim_plaster_cast_002_p000\rgb_00.png,plaster_cast\sim_plaster_cast_002\sim_plaster_cast_002_p000\depth_00.png,plaster_cast\sim_plaster_cast_002\sim_plaster_cast_002_p000\mask.png,plaster_cast,sim_plaster_cast_002,sim_plaster_cast_002_p000,0,ONE,1790365479.806,3275.0625,86.7967,40.7761,2.1286,22.5914,18.7027,20.4287,1.7051,60887.8047,0.0012
plaster_cast\sim_plaster_cast_002\sim_plaster_cast_002_p000\rgb_01.png,plaster_cast\sim_plaster_cast_002\sim_plaster_cast_002_p000\depth_01.png,plaster_cast\sim_plaster_cast_002\sim_plaster_cast_002_p000\mask.png,plaster_cast,sim_plaster_cast_002,sim_plaster_cast_002_p000,1,ONE,1790365480.012,3272.875,87.6866,39.4696,2.2216,22.3219,18.7046,20.4217,1.6628,60879.8516,0.0009
plaster_cast\sim_plaster_cast_003\sim_plaster_cast_003_p000\rgb_00.png,plaster_cast\sim_plaster_cast_003\sim_plaster_cast_003_p000\depth_00.png,plaster_cast\sim_plaster_cast_003\sim_plaster_cast_003_p000\mask.png,plaster_cast,sim_plaster_cast_003,sim_plaster_cast_003_p000,0,ONE,1790365480.297,3271.5,86.3235,39.7389,2.1723,22.3983,18.7072,20.4156,1.6352,60928.1953,0.0009
plaster_cast\sim_plaster_cast_003\sim_plaster_cast_003_p000\rgb_01.png,plaster_cast\sim_plaster_cast_003\sim_plaster_cast_003_p000\depth_01.png,plaster_cast\sim_plaster_cast_003\sim_plaster_cast_003_p000\mask.png,plaster_cast,sim_plaster_cast_003,sim_plaster_cast_003_p000,1,ONE,1790365480.515,3273.75,87.6408,40.3407,2.1725,22.4511,18.7,20.4249,1.6702,60923.4141,0.0011
glass_vial\sim_glass_vial_000\sim_glass_vial_000_p000\rgb_00.png,glass_vial\sim_glass_vial_000\sim_glass_vial_000_p000\depth_00.png,glass_vial\sim_glass_vial_000\sim_glass_vial_000_p000\mask.png,glass_vial,sim_glass_vial_000,sim_glass_vial_000_p000,0,ONE,1790365480.806,1028.9375,52.6039,20.479,2.5687,20.4722,17.1093,18.83,3.8981,1903.407,0.88
glass_vial\sim_glass_vial_000\sim_glass_vial_000_p000\rgb_01.png,glass_vial\sim_glass_vial_000\sim_glass_vial_000_p000\depth_01.png,glass_vial\sim_glass_vial_000\sim_glass_vial_000_p000\mask.png,glass_vial,sim_glass_vial_000,sim_glass_vial_000_p000,1,ONE,1790365481.017,1031.3125,53.0565,21.2837,2.4928,20.1505,17.0106,18.8329,4.0819,1901.9926,0.8782
glass_vial\sim_glass_vial_001\sim_glass_vial_001_p000\rgb_00.png,glass_vial\sim_glass_vial_001\sim_glass_vial_001_p000\depth_00.png,glass_vial\sim_glass_vial_001\sim_glass_vial_001_p000\mask.png,glass_vial,sim_glass_vial_001,sim_glass_vial_001_p000,0,ONE,1790365481.321,1030.25,52.8021,21.767,2.4258,20.0822,16.8116,18.806,4.4313,1893.4032,0.8784
glass_vial\sim_glass_vial_001\sim_glass_vial_001_p000\rgb_01.png,glass_vial\sim_glass_vial_001\sim_glass_vial_001_p000\depth_01.png,glass_vial\sim_glass_vial_001\sim_glass_vial_001_p000\mask.png,glass_vial,sim_glass_vial_001,sim_glass_vial_001_p000,1,ONE,1790365481.535,1031.375,53.25,21.3379,2.4956,20.0652,16.861,18.7663,4.3255,1890.5409,0.8775
glass_vial\sim_glass_vial_002\sim_glass_vial_002_p000\rgb_00.png,glass_vial\sim_glass_vial_002\sim_glass_vial_002_p000\depth_00.png,glass_vial\sim_glass_vial_002\sim_glass_vial_002_p000\mask.png,glass_vial,sim_glass_vial_002,sim_glass_vial_002_p000,0,ONE,1790365481.833,1030.0625,52.1864,21.6919,2.4058,19.9962,17.0032,18.7955,4.0676,1878.8528,0.8797
glass_vial\sim_glass_vial_002\sim_glass_vial_002_p000\rgb_01.png,glass_vial\sim_glass_vial_002\sim_glass_vial_002_p000\depth_01.png,glass_vial\sim_glass_vial_002\sim_glass_vial_002_p000\mask.png,glass_vial,sim_glass_vial_002,sim_glass_vial_002_p000,1,ONE,1790365482.042,1031.8125,53.2885,21.2273,2.5104,20.3806,16.9094,18.7878,4.2623,1881.1758,0.8783
glass_vial\sim_glass_vial_003\sim_glass_vial_003_p000\rgb_00.png,glass_vial\sim_glass_vial_003\sim_glass_vial_003_p000\depth_00.png,glass_vial\sim_glass_vial_003\sim_glass_vial_003_p000\mask.png,glass_vial,sim_glass_vial_003,sim_glass_vial_003_p000,0,ONE,1790365482.339,1026.3125,52.9666,20.865,2.5385,19.933,16.9304,18.7978,4.2064,1882.4469,0.8791
glass_vial\sim_glass_vial_003\sim_glass_vial_003_p000\rgb_01.png,glass_vial\sim_glass_vial_003\sim_glass_vial_003_p000\depth_01.png,glass_vial\sim_glass_vial_003\sim_glass_vial_003_p000\mask.png,glass_vial,sim_glass_vial_003,sim_glass_vial_003_p000,1,ONE,1790365482.539,1025.5,52.1664,20.8795,2.4985,20.0882,17.0246,18.853,4.095,1881.2196,0.8799
glass_ampoule\sim_glass_ampoule_000\sim_glass_ampoule_000_p000\rgb_00.png,glass_ampoule\sim_glass_ampoule_000\sim_glass_ampoule_000_p000\depth_00.png,glass_ampoule\sim_glass_ampoule_000\sim_glass_ampoule_000_p000\mask.png,glass_ampoule,sim_glass_ampoule_000,sim_glass_ampoule_000_p000,0,ONE,1790365482.823,807.0,64.7003,17.8544,3.6238,1.3747,0.4472,0.8889,0.3367,2.9909,0.976
glass_ampoule\sim_glass_ampoule_000\sim_glass_ampoule_000_p000\rgb_01.png,glass_ampoule\sim_glass_ampoule_000\sim_glass_ampoule_000_p000\depth_01.png,glass_ampoule\sim_glass_ampoule_000\sim_glass_ampoule_000_p000\mask.png,glass_ampoule,sim_glass_ampoule_000,sim_glass_ampoule_000_p000,1,ONE,1790365483.054,806.875,64.691,18.4831,3.5,1.4098,0.5042,0.9987,0.3512,3.4346,0.9761
glass_ampoule\sim_glass_ampoule_001\sim_glass_ampoule_001_p000\rgb_00.png,glass_ampoule\sim_glass_ampoule_001\sim_glass_ampoule_001_p000\depth_00.png,glass_ampoule\sim_glass_ampoule_001\sim_glass_ampoule_001_p000\mask.png,glass_ampoule,sim_glass_ampoule_001,sim_glass_ampoule_001_p000,0,ONE,1790365483.338,809.875,65.0962,17.8269,3.6516,1.7183,0.4382,1.0052,0.3846,3.177,0.9745
glass_ampoule\sim_glass_ampoule_001\sim_glass_ampoule_001_p000\rgb_01.png,glass_ampoule\sim_glass_ampoule_001\sim_glass_ampoule_001_p000\depth_01.png,glass_ampoule\sim_glass_ampoule_001\sim_glass_ampoule_001_p000\mask.png,glass_ampoule,sim_glass_ampoule_001,sim_glass_ampoule_001_p000,1,ONE,1790365483.545,806.3125,64.7718,17.278,3.7488,1.7603,0.4992,1.0379,0.3864,2.8703,0.9786
glass_ampoule\sim_glass_ampoule_002\sim_glass_ampoule_002_p000\rgb_00.png,glass_ampoule\sim_glass_ampoule_002\sim_glass_ampoule_002_p000\depth_00.png,glass_ampoule\sim_glass_ampoule_002\sim_glass_ampoule_002_p000\mask.png,glass_ampoule,sim_glass_ampoule_002,sim_glass_ampoule_002_p000,0,ONE,1790365483.835,807.1875,65.5869,17.9892,3.6459,1.9601,0.4482,0.8943,0.3716,3.5019,0.9755
glass_ampoule\sim_glass_ampoule_002\sim_glass_ampoule_002_p000\rgb_01.png,glass_ampoule\sim_glass_ampoule_002\sim_glass_ampoule_002_p000\depth_01.png,glass_ampoule\sim_glass_ampoule_002\sim_glass_ampoule_002_p000\mask.png,glass_ampoule,sim_glass_ampoule_002,sim_glass_ampoule_002_p000,1,ONE,1790365484.047,806.375,65.1379,17.5,3.7222,1.5186,0.5086,1.0526,0.3754,3.2423,0.9765
glass_ampoule\sim_glass_ampoule_003\sim_glass_ampoule_003_p000\rgb_00.png,glass_ampoule\sim_glass_ampoule_003\sim_glass_ampoule_003_p000\depth_00.png,glass_ampoule\sim_glass_ampoule_003\sim_glass_ampoule_003_p000\mask.png,glass_ampoule,sim_glass_ampoule_003,sim_glass_ampoule_003_p000,0,ONE,1790365484.332,808.3125,65.3338,18.4947,3.5326,1.4707,0.506,1.033,0.3624,2.9095,0.9748
